repo_name,cursor_commits,cursor_adoptor_percentage,cursor_adoption_time
mikker/LeaderKey.app,1,81.06060606060606,2025-02-28T07:35:22
gerred/mcp-server-replicate,4,80.76923076923077,2025-01-05T19:39:31
shadowoff09/pathfinder,1,80.7017543859649,2025-02-16T21:56:09
melissamcewen/CurlsBotSite,24,80.2675585284281,2024-12-18T08:10:51
Apocrathia/home-assistant-config,2,80.19323671497585,2025-02-17T20:15:52
noelrohi/www,3,80.17492711370262,2025-03-25T05:07:54
mediar-ai/screenpipe,12,80.15515515515516,2024-10-16T14:40:02
sshtunnelvision/MCP-LOGO-GEN,2,80.0,2025-03-05T17:20:12
c4fun/tell-stories-webui,1,80.0,2025-02-02T21:06:19
ngxpert/input-otp,1,80.0,2025-02-11T01:57:28
flashclub/thinking-cursor-rules,2,80.0,2024-11-18T23:20:59
shnai0/stripe-mrr,1,80.0,2024-08-27T11:19:28
Aronnaxx/Behold-Urwar-Droid-Concepts,2,79.41176470588235,2025-03-24T17:11:03
wham/kaja,4,79.16666666666666,2025-03-06T01:52:47
WolframResearch/Chatbook,2,79.14969450101833,2025-02-05T11:33:18
indiesoftby/defold-hyper-trails,1,79.04761904761905,2025-03-28T07:07:12
daojiAnime/vmq-fastapi,1,78.94736842105263,2025-01-22T09:17:10
umijs/tnf,5,78.75,2024-12-03T21:30:38
AnEntrypoint/apptoapp,9,78.6624203821656,2025-02-13T11:23:22
magebitcom/magento-toolbox,6,78.53658536585367,2025-03-14T15:16:41
synaptiai/prompt-decorators,9,78.36734693877551,2025-03-05T17:43:37
webdevcody/tanstack-course-platform,8,78.08988764044943,2025-03-21T13:51:39
humanspeak/svelte-markdown,10,78.01652892561984,2025-01-01T11:14:03
cloudflare/agents,2,77.93764988009593,2025-02-27T15:44:38
matebenyovszky/healing-agent,2,77.77777777777779,2024-10-28T20:36:12
vanzan01/cursor-memory-bank,22,77.33333333333333,2025-03-21T22:18:19
Dstack-TEE/dstack,1,77.21518987341773,2024-10-24T22:50:26
Chocksy/qc-options-framework,2,77.0,2025-03-21T12:54:25
tsukumijima/KonomiTV,8,76.76414494596312,2025-01-27T15:56:29
przeprogramowani/ai-rules-builder,10,76.63551401869158,2025-03-21T11:52:50
makerkit/react-native-expo-turbo-saas-kit,2,76.47058823529412,2025-01-18T02:17:06
cuongtl1992/mcp-dbs,1,76.47058823529412,2025-03-18T00:26:07
cohnen/mcp-google-ads,3,76.47058823529412,2025-03-20T14:19:32
refly-ai/refly,21,76.45392186101998,2024-11-17T22:53:03
Spectral-Finance/lux,14,75.96638655462185,2025-01-13T04:03:41
leettools-dev/leettools,2,75.91240875912408,2025-03-10T11:46:46
Kiranism/next-resume-ai,3,75.77319587628865,2025-02-05T05:47:13
cjinhuo/blazwitcher,3,75.56270096463022,2025-02-14T00:59:10
The-Pocket/Tutorial-Cold-Email-Personalization,2,75.0,2025-03-05T11:31:52
fatwang2/gitpush,1,75.0,2025-03-06T22:51:28
bmadcode/cursor-xml-rules-trial,5,75.0,2025-02-12T00:20:29
grapeot/devin.cursorrules,12,75.0,2024-12-17T13:40:11
timothywarner/ai900,2,75.0,2025-03-14T17:55:11
slashequip/laravel-segment,1,75.0,2025-02-20T16:05:12
umussetu/marble-stack,1,75.0,2025-03-04T11:15:43
TheSethRose/Agent-Chat,1,75.0,2024-10-20T22:55:54
ZackFra/Salesforce-Moxygen,4,74.3068391866913,2025-02-12T20:41:16
YourTechBud/ytb-practical-guide,1,74.28571428571429,2025-02-11T18:13:09
script-kit/app,9,74.14732014903984,2024-08-08T14:02:36
utensils/essex,1,74.11764705882354,2025-03-18T17:33:17
ThinkInAIXYZ/deepchat,42,74.070796460177,2025-02-19T03:51:22
Lunaris-Project/HyprLuna,5,73.97769516728626,2025-03-26T01:19:16
stacksjs/tlsx,2,73.94366197183099,2025-02-20T01:40:05
LeeMangold/OpenGRC,1,73.93364928909952,2025-02-16T15:55:22
MervinPraison/PraisonAI,31,73.65079365079366,2024-12-23T19:43:41
mantou132/gem,2,73.49397590361446,2025-02-26T03:33:26
LeonKohli/RepoLingo,1,73.46938775510205,2024-10-19T13:14:42
kelvin6365/rocksdev.tools,1,73.4567901234568,2025-01-11T07:29:30
gjsify/ts-for-gir,73,73.38129496402878,2025-03-21T03:31:46
triggerdotdev/trigger.dev,21,73.37920489296637,2025-03-10T09:26:13
nevalang/neva,3,73.28055418109847,2024-10-12T12:29:32
yamadashy/repomix,10,73.26685660018994,2025-03-17T09:38:25
zkSoju/frame,3,73.17073170731707,2025-01-19T17:32:35
geyserfund/geyser-app,35,73.1591737545565,2025-02-18T15:13:58
wosherco/bashbuddy,1,73.09941520467837,2025-03-03T09:43:42
samuelclay/NewsBlur,5,73.066922903007,2024-08-06T18:37:36
Tmeister/wppb-generator,6,73.03370786516854,2024-09-03T17:47:34
cloudflare/agents-starter,3,72.92817679558011,2025-02-27T15:10:37
LIT-Protocol/agent-wallet,1,72.74220032840722,2024-12-22T18:39:40
thorski1/LouMinouS,1,72.72727272727273,2024-12-05T12:45:32
liam-hq/liam,52,72.63978930307941,2025-01-27T23:33:34
yagami1997/TradeMind,4,72.36363636363636,2025-03-10T09:26:33
hijohnnylin/neuronpedia,1,72.20708446866485,2025-03-01T01:00:09
Meeting-Baas/speaking-meeting-bot,3,72.02380952380952,2024-11-16T06:14:02
xlnfinance/xln,2,71.91011235955057,2025-02-18T13:54:58
jakejarvis/jarv.is,7,71.53453871117293,2025-03-06T08:19:37
jpmorgan-payments/embedded-finance,35,71.30620985010707,2025-01-09T20:11:31
meta-secret/meta-secret-core,20,71.22969837587007,2025-03-01T00:27:47
webdevcody/survive-the-night-game,3,71.03825136612022,2025-01-25T20:36:30
sirkirby/unifi-network-rules,6,71.01449275362319,2025-03-07T18:41:21
serge-0v/next-js-sanity-starter,5,70.74829931972789,2025-03-17T22:02:31
helixml/helix,33,70.66020313942751,2024-10-30T09:45:26
ShieldBattery/ShieldBattery,5,69.66844919786097,2025-03-14T15:48:49
abyssparanoia/rapid-go,3,69.3941286695815,2025-03-09T10:39:49
umodoc/editor,2,69.35014548981572,2024-09-11T06:07:28
pnizer/wweb-mcp,1,68.75,2025-03-12T21:25:29
YumNumm/EQMonitor,14,68.6358754027927,2024-11-30T06:25:48
Altinity/clickhouse-grafana,6,68.2092555331992,2024-04-28T08:55:38
nndeploy/nndeploy,10,67.86427145708582,2025-03-21T13:31:53
creazy231/tools-for-autodarts,11,67.86296900489397,2025-03-12T07:49:25
vulhub/vulhub-org,5,67.77777777777779,2025-03-12T15:19:50
AnswerDotAI/MonsterUI,2,67.76212832550861,2025-01-23T06:26:43
0xAquaWolf/portfolio,1,67.70186335403726,2024-09-04T14:27:49
JhumanJ/OpnForm,6,67.67317939609237,2025-02-17T05:27:58
Wafris/wafris-rb,2,67.55162241887905,2024-10-15T06:53:49
antiwork/helper,7,67.26519337016575,2025-02-28T08:43:48
langfuse/langfuse,14,67.18247588424437,2025-03-09T18:54:01
nerds-odd-e/doughnut,33,66.74278464954013,2025-02-04T02:45:52
SunHuawei/SourceDetector,1,66.66666666666666,2025-02-03T10:26:38
benbjurstrom/plink,1,66.66666666666666,2024-09-29T16:40:20
yavuzyalcintas/cursornew,1,66.66666666666666,2025-01-17T12:34:22
David-Sola/AIGaming,1,66.66666666666666,2025-03-09T03:35:43
gensx-inc/gensx,4,66.5,2025-03-06T22:29:03
linshenkx/prompt-optimizer,12,66.4819944598338,2025-01-17T08:37:11
alphaonelabs/alphaonelabs-education-website,7,66.35838150289017,2025-01-24T23:30:59
qpd-v/mcp-DEEPwebresearch,2,66.0377358490566,2024-12-05T12:21:57
Helicone/helicone,11,65.97563581961957,2025-03-03T21:27:03
maERP/maERP,18,65.88072122052705,2025-01-12T15:10:42
Vagabonds-Labs/cofiblocks,9,65.85365853658537,2024-08-26T17:49:40
cgranier/tabSidian,1,65.85365853658537,2024-10-29T13:10:17
kkrt-labs/keth,9,65.8465991316932,2024-12-31T05:34:13
imrishit98/rp-nextjs-starter,4,65.73426573426573,2024-09-14T22:59:20
adidahiya/raga,2,65.63517915309446,2025-01-13T07:57:15
wdm0006/pygeohash,4,65.55555555555556,2025-03-01T08:01:19
netresearch/timetracker,11,65.32066508313538,2025-03-30T15:27:49
benbjurstrom/otpz,1,65.0,2024-12-10T10:54:23
VladSez/easy-invoice-pdf,6,64.76190476190476,2025-02-17T14:04:28
different-ai/note-companion,22,64.54635108481263,2024-10-15T11:00:23
stevesarmiento/solana-starter,1,64.28571428571429,2024-11-11T00:47:51
boul2gom/yt-dlp,3,64.16666666666667,2025-03-16T11:39:33
yuiseki/TRIDENT,1,64.10848240046163,2024-12-06T20:29:07
kturung/Langgraph-Multi-Agent-HITL-Form,1,63.63636363636363,2025-02-26T14:46:07
whiteducksoftware/flock,12,63.63636363636363,2025-03-10T03:25:50
zilliztech/mcp-server-milvus,4,63.33333333333333,2025-03-11T09:01:32
bonny/WordPress-Simple-History,10,63.26951951951953,2025-03-14T06:01:04
alexander-turner/TurnTrout.com,6,62.91647295831396,2025-02-07T14:56:41
autonomys/astral,9,62.82314320886335,2024-08-15T17:23:57
PufferFinance/puffer-contracts,2,62.56983240223464,2024-09-09T11:45:20
cmackenzie1/torii-rs,3,62.56410256410256,2025-02-02T13:05:44
joelhooks/logseq-mcp-tools,1,62.5,2025-03-12T16:20:45
The-Pocket/Tutorial-Cursor,1,62.5,2025-03-14T18:24:33
paulpham157/paul-s-cursor-rules,4,62.5,2025-03-24T00:35:50
daytimedrinkingclub/shipstation,3,62.44239631336406,2024-06-29T08:49:05
MythicalLTD/MythicalDash,6,62.197092084006464,2025-01-24T19:15:58
LIT-Protocol/developer-guides-code,2,61.995753715498935,2024-11-16T22:22:36
ssdeanx/deep-research-mcp-server,1,61.904761904761905,2025-02-20T16:55:36
spences10/scottspence.com,2,61.70710318620286,2024-09-15T10:21:44
OpenMOSS/Language-Model-SAEs,10,60.95979247730221,2024-12-26T23:11:46
coollabsio/coolify.io,1,60.726072607260726,2025-03-11T08:23:00
icantcodefyi/cattype,1,60.71428571428571,2025-02-15T07:31:05
Dwtexe/cursor-stats,5,60.50420168067227,2025-02-06T09:47:49
betagouv/france-chaleur-urbaine,28,60.31997187060478,2025-02-12T05:41:02
FurkanKayaDev/react-native-spotlight-guide,1,60.0,2025-02-12T11:13:25
samuelgursky/davinci-resolve-mcp,1,60.0,2025-03-26T15:43:34
renocrypt/lumina-research-renocrypt,1,60.0,2024-10-15T17:25:12
Cunninger/grok-remain-count,1,60.0,2025-02-24T19:32:50
deltazefiro/Amarok-Hider,4,59.87158908507223,2025-02-03T06:44:41
JesusFilm/core,10,59.812853976852985,2025-02-07T23:12:40
wp-graphql/wp-graphql,15,59.5707656612529,2024-12-13T18:46:06
silvonli/Summa,2,59.2964824120603,2024-11-25T18:52:12
trycua/cua,10,59.077155824508324,2025-03-16T11:06:32
allthingslinux/tux,12,58.489842851667305,2025-02-13T16:27:20
DataDog/datadog-ci-rb,24,58.421851289833086,2025-03-13T11:34:33
f/awesome-chatgpt-prompts,3,58.27814569536424,2025-01-05T08:58:24
teamreflex/cosmo-web,6,57.974683544303794,2025-02-27T09:50:19
ericmjl/pyds-cli,2,57.57575757575758,2024-11-03T10:12:51
kern/filepizza,1,57.52688172043011,2024-12-28T23:13:59
antiwork/flexile,11,57.39837398373984,2025-03-27T07:40:03
neal-zhu/sentinel,2,57.14285714285714,2024-11-15T18:01:43
grafana/faro-flutter-sdk,7,56.94444444444444,2025-03-04T06:47:00
smorin/py-launch-blueprint,6,56.886227544910184,2025-03-23T01:20:26
sectsect/wp-tag-order,1,56.550580431177444,2024-04-19T06:30:34
obytes/react-native-template-obytes,1,56.30498533724341,2025-02-18T11:01:28
darenmalfait/nerdfish.be,5,56.195462478184986,2025-02-17T03:34:10
rizonesoft/Resolute,1,56.17977528089888,2025-03-21T18:10:19
parterburn/dabble.me,2,55.6090515166105,2024-08-06T11:48:58
united-manufacturing-hub/united-manufacturing-hub,19,55.47272111148763,2025-03-24T12:06:30
osomai/servicenow-mcp,1,55.00000000000001,2025-03-24T18:24:14
omnisat/lasereyes-mono,3,54.71596998928189,2025-03-21T03:25:43
martinnormark/neural-mesh-simplification,3,54.54545454545454,2025-01-24T06:05:50
tobi/dotfiles,1,54.44444444444444,2025-03-04T17:51:17
namesakefyi/namesake,1,54.41478439425052,2025-01-30T17:52:11
epicweb-dev/epic-stack,1,54.11764705882353,2025-03-21T18:26:14
darkroomengineering/satus,7,53.91304347826087,2025-02-11T13:45:53
v112263/it-autonomos-spain,10,53.862660944206006,2025-03-10T18:29:10
dxos/dxos,9,53.49535382416012,2025-02-26T17:39:56
leaperone/MultiPost-Extension,9,53.333333333333336,2024-11-12T02:26:59
Metta-AI/metta,19,53.105781057810574,2025-02-06T18:17:10
ably/ably-chat-js,12,52.980132450331126,2025-03-03T10:27:32
jhonsfran1165/unprice,13,52.879581151832454,2024-09-02T12:48:40
lucasromerodb/impuestito-extension,2,52.800000000000004,2024-12-30T16:02:11
nuotsu/sanitypress,2,52.10577864838394,2025-03-12T16:39:46
storybookjs/storybook,78,52.054281313741,2025-03-24T05:51:02
c15t/c15t,6,51.62907268170426,2025-01-21T19:23:46
metriport/metriport,16,51.57987936472802,2024-10-31T19:16:21
howoii/SmartBookmark,1,51.515151515151516,2025-01-09T21:27:19
kepano/flexoki,2,51.22699386503068,2025-01-02T17:48:52
julep-ai/julep,21,51.10964623159745,2025-03-01T04:30:21
PrefectHQ/marvin,11,50.698501397002794,2025-01-28T10:44:29
DataScienceUIBK/Rankify,2,50.324675324675326,2025-03-27T14:17:07
browserbase/stagehand,5,50.16666666666667,2025-03-31T05:10:47
sam-goodwin/alchemy,18,50.0517063081696,2025-01-19T18:22:59
BlueCentre/monorepo,1,50.0,2023-05-29T04:53:30
rstropek/Samples,3,49.42263279445728,2024-10-07T08:16:16
EcomExperts-io/Base,12,49.23371647509578,2025-03-20T11:41:46
instructor-ai/instructor,4,48.59205776173285,2025-03-03T15:29:51
tryethernal/ethernal,4,48.32535885167464,2025-03-09T08:40:16
haqq-network/frontend,3,48.22366388631449,2024-11-06T01:56:11
antiwork/iffy,1,47.91666666666667,2025-01-27T12:18:48
fatwang2/search1api-mcp,1,47.69230769230769,2025-03-18T06:42:13
discus0434/nook,1,47.61904761904761,2025-02-28T10:43:33
openintegrations/openint,22,46.38318670576735,2025-03-26T20:55:23
MetaMask/delegation-framework,4,46.07329842931937,2024-09-20T14:39:03
yumemi-inc/flutter-mobile-project-template,64,45.92346089850249,2024-12-03T02:45:39
The-Pocket/Tutorial-AI-Paul-Graham,1,45.83333333333333,2025-03-07T00:30:10
wunderio/drupal-project,7,45.77397910731244,2025-03-10T08:01:23
0xfrankz/Kaas,3,45.766129032258064,2024-08-28T02:12:04
jonathanbertholet/promptmanager,3,45.56962025316456,2025-03-02T04:35:26
tw-haiven/haiven,13,45.46675621222297,2025-02-04T08:49:18
pAIrprogio/oai,1,44.73684210526316,2024-04-08T16:08:16
CopilotKit/open-multi-agent-canvas,1,44.642857142857146,2025-02-06T18:34:45
flexprice/flexprice,2,44.402420574886534,2025-02-26T09:37:54
nguyenvanduocit/epubtrans,1,44.02985074626866,2025-03-06T04:57:06
efdevcon/monorepo,7,43.753062224399805,2024-09-03T11:52:39
penxle/readable,1,43.07795698924731,2024-08-25T09:29:36
ultrasoundmoney/mev-analysis,2,42.89855072463768,2025-02-26T11:11:38
geeksblabla/geeksblabla.community,3,42.68177525967894,2024-10-11T17:28:29
ihezebin/go-template-ddd,1,42.63565891472868,2025-01-09T02:25:24
williamcotton/webdsl,2,42.63322884012539,2025-01-13T08:32:53
paramountric/digitaltwincityviewer,1,42.515500442869794,2025-01-31T10:25:42
milaboratory/platforma,19,42.417541920029485,2025-03-01T13:31:57
loglayer/loglayer,7,42.19653179190752,2025-03-16T18:52:43
oven-sh/bun,26,41.88434918508596,2024-12-26T14:48:11
rohenaz/allaboard-bitchat-nitro,5,41.66666666666667,2024-12-18T21:53:35
mrabdussalam/zakat-calculator,1,41.66666666666667,2025-02-21T02:03:31
genesis-ai-dev/codex-editor,8,41.563113145846955,2025-02-01T13:23:49
rohenaz/bmap,3,41.474654377880185,2024-12-20T19:48:14
scalar/scalar,7,40.899357601713064,2025-03-13T12:54:46
databricks-demos/dbdemos,2,40.833333333333336,2024-10-31T11:29:30
DiscourseGraphs/discourse-graph,3,40.8243375858685,2025-03-22T17:56:39
LeonKohli/browser-fingerprint,1,40.816326530612244,2024-11-08T10:51:13
balancer/pool-creator,2,40.51724137931034,2024-10-04T16:01:33
GorvGoyl/Personal-Site-Gourav.io,3,40.39408866995074,2024-11-30T04:38:29
kitlangton/Hex,1,40.38461538461539,2025-02-21T20:14:00
cloudposse/atmos,3,40.33613445378151,2025-03-19T22:22:49
HubSpot/cms-elevate-theme-public,24,40.22346368715084,2025-02-14T14:50:52
Van-LLM-Crew/cursor-secure-coding,2,40.0,2025-03-18T13:51:48
T1nker-1220/memories-with-lessons-mcp-server,1,40.0,2025-02-13T10:13:38
wdm0006/elote,3,39.02439024390244,2025-02-26T14:15:13
mangosqueezy/mangosqueezy,1,38.81118881118881,2025-02-14T10:23:04
imbhargav5/rooks,7,38.209606986899566,2025-03-24T02:54:41
terryyin/lizard,5,38.115449915110354,2025-01-30T22:51:24
imazen/imageflow,6,37.94610342316096,2025-02-11T18:27:46
PySpur-Dev/pyspur,2,37.8328173374613,2025-03-20T08:05:54
The-Pocket/PocketFlow-Typescript,1,37.67123287671233,2025-03-30T21:25:28
Automattic/remote-data-blocks,4,37.2,2024-08-20T01:05:08
stakefish/eth2-batch-deposit,4,36.84210526315789,2025-03-25T07:14:54
konecty/Konecty,3,36.536430834213306,2024-12-10T08:05:36
RiverTwilight/Geekits,5,36.51162790697675,2024-11-06T22:15:18
thedaviddias/llms-txt-hub,3,36.49789029535865,2025-02-20T23:46:09
514-labs/moose,11,36.46706586826347,2025-02-23T11:15:27
ant-design/ant-design,11,36.330090573633015,2025-03-10T03:56:15
metoro-io/mcp-golang,1,36.206896551724135,2025-01-21T13:42:29
MayGo/tockler,3,36.019242333132894,2025-03-15T12:51:00
ToolUse/tool-use-ai,2,36.0,2024-12-02T14:23:29
maybe-finance/maybe,15,35.65891472868217,2025-02-03T19:30:03
shopware/shopware-cli,5,35.573874445149016,2025-03-18T08:46:22
smartian1/tgtrader,1,35.51020408163265,2025-01-08T11:09:45
latechforce/engine,33,35.490260812149224,2025-02-26T03:32:53
novuhq/docs,9,35.46646106399383,2025-02-11T02:48:27
Shopify/cli,10,34.79873761142794,2024-09-27T06:00:29
udecode/plate,46,34.550379198266526,2024-08-27T23:23:28
pollinations/pollinations,5,34.42176870748299,2024-09-28T18:25:59
ditto-assistant/ditto-app,13,34.33155080213904,2025-02-22T20:02:16
nucleuscloud/neosync,3,34.15311384371281,2025-03-04T14:21:15
GPT-language/gpt-tutor-for-chrome,2,33.496332518337404,2024-12-10T15:08:48
wesleyel/cloudmark,2,33.33333333333333,2025-02-25T10:18:36
transloadit/node-sdk,13,32.70440251572327,2024-12-09T09:28:22
supertokens/supertokens-python,3,32.51824817518248,2024-08-25T11:23:11
tphakala/birdnet-pi2go,1,32.5,2025-03-25T05:09:01
synatic/noql,3,32.37221494102228,2024-09-11T03:11:34
Comfy-Org/desktop,7,32.31396534148828,2025-02-07T13:22:00
DumbWareio/DumbDrop,2,32.038834951456316,2025-02-16T18:39:13
marianfoo/ui5-lib-diff,1,31.92771084337349,2025-02-20T06:38:46
settlemint/sdk,14,31.82552504038772,2024-08-06T02:33:59
orionjs/orionjs,9,31.80280328661189,2025-03-08T19:20:45
rivet-gg/actor-core,2,31.675874769797424,2025-03-25T17:27:44
recallnet/js-recall,9,30.69679849340866,2025-03-27T00:31:21
OpenAgentsInc/openagents,7,30.562884784520666,2025-03-22T22:23:11
santiment/sanbase2,2,30.382555470543227,2025-03-20T03:57:29
OneBlockPlus/polkadot-hackathon-2024,5,30.347349177330894,2024-08-27T22:30:50
helius-labs/helius-sdk,1,30.23255813953488,2025-02-14T15:46:04
manifoldmarkets/manifold,1,29.9914099889557,2025-07-23T17:10:24
Melvynx/next-zod-route,5,29.78723404255319,2025-02-27T21:14:12
zauberzeug/nicegui,3,29.676787463271303,2025-03-10T10:58:46
ccbikai/github-stars,2,29.268292682926827,2024-12-01T05:00:27
tkt-actions/add-issue-links,5,28.38283828382838,2025-03-30T07:15:52
KRISACHAN/front-end-project,1,28.31858407079646,2024-12-18T23:37:40
towns-protocol/towns,15,28.303130148270185,2025-01-12T17:25:36
promptfoo/promptfoo,6,28.2771194165907,2025-03-09T17:26:49
ProcessMaker/processmaker,5,28.02970225650638,2024-11-27T08:32:52
supermemoryai/supermemory,4,27.8434940855323,2025-01-20T19:49:19
DataZooDE/erpl-web,1,27.65151515151515,2024-10-08T22:34:53
supabase-community/postgres-language-server,1,27.573062261753496,2025-02-12T03:26:21
0xsend/sendapp,4,27.472072817542408,2025-03-06T10:54:52
fantastic-admin/basic,1,26.60427807486631,2025-03-26T03:45:16
warmachine028/memories,3,26.35350318471338,2024-10-14T17:07:03
wdm0006/git-pandas,2,26.34730538922156,2025-03-13T19:45:43
AIDC-AI/ComfyUI-Copilot,4,25.931232091690543,2025-01-19T08:36:25
helius-labs/helius-rust-sdk,2,25.41436464088398,2025-02-21T14:41:56
cgevans/qslib,3,25.38293216630197,2025-02-03T17:41:43
Wox-launcher/Wox,16,24.080787156913516,2024-12-22T09:24:04
OWASP-BLT/BLT,11,23.98313492063492,2025-02-09T06:14:15
alanhe421/alfred-workflows,1,23.873239436619716,2025-03-14T00:12:47
woocommerce/woocommerce,10,23.74836743578581,2025-02-14T06:16:51
oaknational/oak-ai-lesson-assistant,2,23.543400713436384,2025-03-25T08:08:56
mikeNspired/XRI-Starter-Kit,1,23.387096774193548,2025-02-10T02:10:01
swc-project/swc,2,23.382591457920345,2025-03-06T07:52:29
Comfy-Org/litegraph.js,1,23.1941309255079,2025-03-16T22:23:39
hashintel/hash,12,23.10098738879656,2025-03-06T05:54:21
HugoRCD/shelve,2,22.70875763747454,2024-11-26T09:45:43
holochain/holochain,1,22.61202604366143,2024-10-08T21:11:08
PostHog/posthog,11,22.274470086088403,2025-02-25T16:15:24
PostHog/posthog-foss,11,22.273664412051943,2025-02-25T16:15:24
loopwork-ai/iMCP,1,22.22222222222222,2025-03-05T14:05:53
hooray/fantastic-startkit,1,22.22222222222222,2025-03-26T03:29:27
infinite-table/infinite-react,2,21.99582027168234,2024-08-27T07:27:54
Automattic/a8c-ci-toolkit-buildkite-plugin,3,21.75925925925926,2025-02-19T11:28:40
The-Pocket/Tutorial-Youtube-Made-Simple,1,21.428571428571427,2025-02-25T20:40:05
zzfn/zzf,1,21.07682206172029,2025-01-24T03:18:06
twentyhq/twenty,11,20.93141621071383,2024-12-31T08:13:23
timothywarner/az305,1,20.588235294117645,2025-02-04T08:51:15
highlight/highlight,3,20.57110384997869,2025-02-06T16:27:07
module-federation/core,9,20.425398811385673,2024-05-10T00:43:51
KaizeNodeLabs/SafeSwap,4,20.105820105820104,2024-11-01T09:44:36
ericzakariasson/uber-eats-mcp-server,1,20.0,2025-03-01T14:36:18
ba-archive/blue-archive,2,19.979919678714857,2025-02-26T07:48:34
verygoodplugins/wp-fusion-lite,3,19.841269841269842,2025-03-02T23:40:37
maidsafe/autonomi,8,19.736126224156692,2024-11-07T15:55:15
hoophq/hoop,1,18.98148148148148,2025-03-11T17:36:30
yeagerai/genlayer-studio,1,18.83116883116883,2025-03-25T14:22:18
jrmybtlr/usemods,2,18.828049951969263,2025-02-25T17:50:22
tweneboah/youtube-tutorials-projects,2,18.51851851851852,2025-01-23T02:19:26
quantalogic/qllm,1,18.262806236080177,2024-09-03T19:03:32
GoSimplicity/AICoreOps,2,18.085106382978726,2025-01-23T08:56:35
ardriveapp/ardrive-web,5,17.971047274372314,2025-01-29T09:21:16
vietanhdev/anylabeling,2,17.670682730923694,2025-03-14T10:37:55
ygsgdbd/TypeSwitch,1,17.391304347826086,2024-12-06T10:18:00
block/ftl,6,17.243938644235527,2025-03-02T18:32:14
pig-mesh/pig-ui,3,17.24137931034483,2024-11-08T10:04:10
opentoolsteam/cli,3,16.901408450704224,2025-03-12T04:02:38
saleor/saleor-app-template,2,16.666666666666664,2025-03-11T08:34:55
panther-labs/panther-analysis,4,16.520566419420092,2025-03-11T17:04:17
Alickx/nuxt3-blog,4,16.477272727272727,2025-03-03T01:20:42
stacksjs/vite-plugin-local,1,16.161616161616163,2025-02-20T06:44:12
latitude-dev/latitude-llm,6,16.13295500608026,2024-09-27T11:00:31
atopile/atopile,4,16.061606160616062,2025-01-13T15:31:50
owid/owid-grapher,7,15.9517748210769,2024-11-06T09:06:54
raphaelmansuy/code2prompt,1,15.602836879432624,2024-09-07T10:03:45
huggingface/nanotron,5,15.494071146245059,2025-03-19T22:19:44
stacksjs/ts-spreadsheets,1,14.705882352941178,2025-02-20T06:29:59
panoratech/Panora,1,14.679313459801266,2024-11-16T10:04:40
KiloProjects/Kilonova,1,14.505893019038984,2025-03-29T13:48:52
cbardyn/ai-swiss-workflows,1,14.285714285714285,2024-12-02T15:47:30
go-shiori/shiori,1,14.114114114114114,2025-03-15T16:28:26
searchfe/hoth,1,13.66906474820144,2025-02-21T07:16:22
OpenSPP/openspp-modules,2,13.585746102449889,2025-03-17T01:11:46
nextml-code/pytorch-datastream,1,13.533834586466165,2025-01-03T08:59:59
typefully/minimal-twitter,1,13.505747126436782,2025-01-30T11:22:18
obot-platform/tools,1,13.157894736842104,2025-03-26T20:39:03
worldcoin/world-id-docs,1,13.144329896907218,2025-03-07T16:31:17
DataRepublican/datarepublican,12,12.663958212420198,2025-03-06T12:22:20
BlackShoreTech/gittok.dev,1,12.173913043478262,2025-02-18T12:10:43
stacksjs/ts-collect,1,12.16931216931217,2025-02-20T05:55:34
MultiQC/MultiQC,7,11.177499271349461,2024-12-15T12:29:01
sakaicontrib/attendance,1,10.498687664041995,2025-03-11T20:35:20
stacksjs/rpx,1,10.37344398340249,2025-02-20T05:11:35
gouniverse/hb,1,10.355987055016183,2025-03-01T16:33:30
SSWConsulting/SSW.Website,1,10.31475161167994,2025-03-28T00:11:41
tanders/tot,1,10.227272727272728,2025-02-05T06:33:40
Multi-V-VM/MVVM,1,10.0,2025-03-13T19:47:40
BoundaryML/baml,3,9.82066609735269,2025-02-15T16:53:10
ethereum/pm,4,9.314478942514603,2025-03-19T13:52:25
lightdash/lightdash,4,9.162150896206752,2025-03-17T10:04:37
GaloyMoney/lana-bank,9,8.852105073767543,2025-03-06T10:59:24
LimTec-de/DockAppToggler,2,8.333333333333332,2024-12-25T10:29:34
lss233/kirara-ai,3,8.266993263931415,2025-02-04T08:52:56
Automattic/jetpack,4,7.72693338017654,2025-02-03T13:35:55
AudiusProject/audius-protocol,6,7.550003003183374,2025-02-26T14:41:48
kindfi-org/kindfi,5,7.441860465116279,2025-01-22T02:09:57
SoftFever/OrcaSlicer,6,7.391270215104412,2025-03-22T00:05:10
TutoriaLLM/TutoriaLLM,1,7.298335467349553,2025-02-17T02:09:17
OneKeyHQ/app-monorepo,8,7.219854600150414,2025-03-10T05:32:44
NVIDIA/TensorRT-LLM,3,7.207890743550835,2025-03-11T09:13:42
syntaxfm/website,1,6.596736596736596,2024-11-01T13:26:28
me-foundation/magicdrop,1,6.321839080459771,2024-12-02T17:33:52
realness-online/web,6,6.239635157545606,2025-01-12T18:42:32
keephq/keep,1,6.021505376344086,2025-03-27T13:07:29
konturio/disaster-ninja-fe,4,5.826693227091633,2024-10-16T02:52:07
braebo/nutab,1,5.459057071960298,2024-11-01T22:29:13
grafana/loki,1,5.345911949685535,2025-02-14T08:10:40
